threat_id,threat_actor,threat_category,attack_technique,targeted_industry,targeted_asset_type,campaign_active,threat_frequency,exploit_probability,geographic_scope,severity,intelligence_confidence,first_seen,last_seen,associated_cve,ransomware_indicator,data_exfiltration_risk
THREAT-04104,Sandworm,Web Application Attack,T1055 Process Injection,Insurance,SaaS Application,False,51,0.19,Asia-Pacific,Critical,Medium,2024-01-16,2024-02-28,,False,False
THREAT-04105,REvil,Supply Chain Attack,T1562 Impair Defenses,E-commerce,Domain Controller,False,70,0.46,Asia-Pacific,Medium,High,2023-02-18,2023-06-23,,False,False
THREAT-04106,Mustang Panda,Data Exfiltration,T1569 System Services,IT Services,Domain Controller,False,24,0.29,India,Medium,Low,2025-12-18,2026-06-03,CVE-2026-77995,False,False
THREAT-04107,LockBit,Cryptojacking,T1003 OS Credential Dumping,Government,API Gateway,True,30,0.53,Asia-Pacific,Low,Medium,2023-02-17,2023-11-07,,False,False
THREAT-04108,Scattered Spider,Zero-Day Exploit,T1566 Phishing,Government,API Gateway,False,31,0.21,EMEA,High,Medium,2026-02-25,2026-09-04,,False,True
THREAT-04109,Turla,Ransomware,T1048 Exfiltration Over Alternative Protocol,IT Services,Email Server,False,24,0.79,Americas,Low,Medium,2024-11-05,2025-01-13,,True,True
THREAT-04110,ALPHV,Cloud Misconfiguration Exploitation,T1055 Process Injection,E-commerce,Domain Controller,True,74,0.47,Asia-Pacific,Critical,Low,2025-11-24,2026-02-27,CVE-2026-78236,False,False
THREAT-04111,Hacktivist Group,Web Application Attack,T1562 Impair Defenses,Education,SaaS Application,False,18,0.11,Global,High,Medium,2023-03-26,2023-05-11,CVE-2026-73705,True,False
THREAT-04112,Cybercrime Syndicate,Supply Chain Attack,T1082 System Information Discovery,Manufacturing,Web Server,False,42,0.41,Global,High,Low,2026-01-01,2026-09-04,CVE-2026-3485,False,False
THREAT-04113,Kimsuky,Insider Threat,T1053 Scheduled Task/Job,Manufacturing,Cloud VM,True,4,0.19,Global,High,Medium,2024-01-13,2024-10-30,CVE-2026-63734,False,True
THREAT-04114,APT29,Supply Chain Attack,T1566 Phishing,Healthcare,Domain Controller,False,100,0.55,Global,Critical,High,2023-08-16,2023-12-24,,False,False
THREAT-04115,ALPHV,Credential Theft,T1486 Data Encrypted for Impact,Energy,Database Server,True,93,0.38,Global,Critical,High,2024-10-18,2025-10-14,CVE-2026-40873,False,False
THREAT-04116,TA505,Data Exfiltration,T1003 OS Credential Dumping,Energy,Payment Gateway,False,69,0.33,EMEA,Critical,Medium,2025-05-31,2025-08-20,,False,False
THREAT-04117,APT28,Insider Threat,T1078 Valid Accounts,E-commerce,Cloud VM,False,6,0.14,India,Low,Medium,2023-11-24,2024-07-05,CVE-2026-47828,False,True
THREAT-04118,Mustang Panda,DDoS,T1021 Remote Services,Energy,Storage Bucket,True,168,0.44,Americas,Critical,High,2025-10-06,2026-07-22,,False,False
THREAT-04119,Unknown,Cloud Misconfiguration Exploitation,T1133 External Remote Services,Manufacturing,Payment Gateway,False,81,0.34,Global,Low,High,2023-01-14,2023-12-19,CVE-2026-39944,True,True
THREAT-04120,FIN7,Ransomware,T1003 OS Credential Dumping,Insurance,API Gateway,False,9,0.57,Americas,Low,Low,2022-01-26,2022-07-21,CVE-2026-84752,True,True
THREAT-04121,Sandworm,Cloud Misconfiguration Exploitation,T1027 Obfuscated Files or Information,Energy,Payment Gateway,False,66,0.5,India,Low,High,2025-04-02,2025-11-15,,False,True
THREAT-04122,Unknown,Phishing,T1048 Exfiltration Over Alternative Protocol,Energy,Payment Gateway,False,29,0.57,Americas,Low,Medium,2022-09-23,2023-04-07,,False,True
THREAT-04123,Mustang Panda,Web Application Attack,T1562 Impair Defenses,Government,Web Server,False,85,0.53,Americas,Critical,High,2025-07-16,2025-11-17,,True,False
THREAT-04124,LockBit,Insider Threat,T1190 Exploit Public-Facing Application,Energy,Web Server,True,5,0.14,Americas,Medium,High,2021-05-17,2022-03-08,CVE-2026-72790,False,True
THREAT-04125,Mustang Panda,Zero-Day Exploit,T1569 System Services,E-commerce,Cloud VM,False,100,0.55,Global,Low,Low,2026-07-18,2026-09-04,,False,True
THREAT-04126,Nation-State (China),Cloud Misconfiguration Exploitation,T1486 Data Encrypted for Impact,Government,Cloud VM,True,94,0.5,India,Low,Medium,2022-05-23,2023-01-29,CVE-2026-8810,True,False
THREAT-04127,Nation-State (Iran),Zero-Day Exploit,T1048 Exfiltration Over Alternative Protocol,Manufacturing,Database Server,False,73,0.46,Asia-Pacific,Low,Low,2024-05-07,2025-02-13,,False,False
THREAT-04128,Lazarus Group,Supply Chain Attack,T1566 Phishing,Energy,Employee Laptop,False,92,0.36,Global,Low,High,2021-03-27,2022-01-09,,False,False
THREAT-04129,Mustang Panda,DDoS,T1048 Exfiltration Over Alternative Protocol,Education,Storage Bucket,False,135,0.9,Global,Low,High,2023-08-10,2024-07-10,,False,False
THREAT-04130,APT28,Web Application Attack,T1053 Scheduled Task/Job,Telecom,Database Server,False,63,0.53,EMEA,Low,Medium,2026-03-27,2026-09-04,CVE-2026-12848,False,False
THREAT-04131,Nation-State (Russia),Credential Theft,T1562 Impair Defenses,IT Services,SaaS Application,True,32,0.24,Asia-Pacific,Medium,Low,2023-09-03,2024-07-24,,False,False
THREAT-04132,Nation-State (China),Phishing,T1036 Masquerading,E-commerce,API Gateway,False,24,0.22,Americas,Critical,Medium,2025-05-09,2025-12-11,,False,False
THREAT-04133,Nation-State (China),Ransomware,T1036 Masquerading,Energy,Payment Gateway,False,18,0.4,Asia-Pacific,Low,High,2023-08-04,2023-11-30,CVE-2026-75136,True,True
THREAT-04134,Scattered Spider,Cryptojacking,T1566 Phishing,IT Services,API Gateway,False,93,0.31,Asia-Pacific,Low,High,2025-05-30,2026-05-17,,False,False
THREAT-04135,Script Kiddie,Phishing,T1082 System Information Discovery,E-commerce,API Gateway,False,44,0.38,India,High,High,2026-01-11,2026-09-04,CVE-2026-74820,False,False
THREAT-04136,Kimsuky,Cryptojacking,T1027 Obfuscated Files or Information,Government,Storage Bucket,False,38,0.15,Global,High,Medium,2022-12-30,2023-03-08,,False,True
THREAT-04137,Nation-State (Iran),DDoS,T1110 Brute Force,Government,Email Server,False,32,0.83,India,Critical,Low,2025-12-13,2026-01-12,,False,False
THREAT-04138,APT29,Data Exfiltration,T1486 Data Encrypted for Impact,Energy,Storage Bucket,False,58,0.32,Americas,High,Medium,2023-04-16,2024-02-22,,False,False
THREAT-04139,Unknown,DDoS,T1078 Valid Accounts,Manufacturing,API Gateway,True,93,0.71,Asia-Pacific,High,Low,2024-12-26,2025-10-09,,False,False
THREAT-04140,Sandworm,Insider Threat,T1003 OS Credential Dumping,Energy,Web Server,True,10,0.31,India,Low,High,2023-02-26,2023-07-10,CVE-2026-63481,False,True
THREAT-04141,Kimsuky,Data Exfiltration,T1190 Exploit Public-Facing Application,Telecom,Storage Bucket,False,65,0.36,EMEA,Critical,Medium,2024-02-17,2024-03-26,CVE-2026-72792,False,False
THREAT-04142,LockBit,Cryptojacking,T1133 External Remote Services,Manufacturing,API Gateway,False,25,0.35,Global,Low,Low,2024-05-20,2024-08-12,,False,True
THREAT-04143,Mustang Panda,Data Exfiltration,T1078 Valid Accounts,IT Services,Kubernetes Cluster,False,24,0.2,Americas,Medium,Medium,2021-12-26,2022-10-11,,False,False
THREAT-04144,Mustang Panda,Web Application Attack,T1566 Phishing,E-commerce,Domain Controller,False,11,0.44,Asia-Pacific,High,Low,2023-11-02,2024-07-05,,False,False
THREAT-04145,Nation-State (Iran),Business Email Compromise,T1562 Impair Defenses,Energy,Kubernetes Cluster,False,39,0.24,Americas,High,High,2021-09-07,2022-03-30,CVE-2026-47425,False,True
THREAT-04146,Insider,Business Email Compromise,T1053 Scheduled Task/Job,E-commerce,Email Server,True,53,0.18,India,High,High,2025-03-11,2025-09-21,CVE-2026-5997,False,False
THREAT-04147,Lazarus Group,Business Email Compromise,T1078 Valid Accounts,Government,Cloud VM,False,53,0.21,India,High,High,2024-05-22,2025-04-11,,False,True
THREAT-04148,LockBit,Cryptojacking,T1021 Remote Services,Government,Database Server,False,94,0.28,EMEA,Low,High,2026-05-04,2026-09-04,,False,False
THREAT-04149,Sandworm,DDoS,T1021 Remote Services,E-commerce,Web Server,True,134,0.85,Asia-Pacific,Medium,Medium,2023-11-06,2024-05-03,CVE-2026-43947,False,False
THREAT-04150,SilverFox,Data Exfiltration,T1048 Exfiltration Over Alternative Protocol,IT Services,API Gateway,False,84,0.58,EMEA,Medium,High,2026-05-20,2026-09-04,,False,False
THREAT-04151,Lazarus Group,Supply Chain Attack,T1070 Indicator Removal,Government,Storage Bucket,False,36,0.44,Global,High,High,2025-03-09,2025-09-10,,True,False
THREAT-04152,FIN7,Cryptojacking,T1021 Remote Services,Manufacturing,Email Server,False,24,0.52,Americas,Medium,High,2025-11-06,2026-02-23,,False,False
THREAT-04153,Insider,Data Exfiltration,T1082 System Information Discovery,Energy,Employee Laptop,False,100,0.38,India,Low,High,2025-07-06,2025-09-21,,False,False
THREAT-04154,Nation-State (China),DDoS,T1003 OS Credential Dumping,Energy,Domain Controller,True,84,0.9,Global,Low,Medium,2023-10-15,2024-04-13,CVE-2026-81807,False,False
THREAT-04155,Scattered Spider,Business Email Compromise,T1133 External Remote Services,E-commerce,Email Server,True,72,0.19,Americas,Medium,Low,2021-03-18,2021-06-19,CVE-2026-80465,True,True
THREAT-04156,Turla,DDoS,T1486 Data Encrypted for Impact,IT Services,Database Server,False,31,0.47,Asia-Pacific,Medium,Medium,2024-09-28,2025-06-02,,False,False
THREAT-04157,Turla,Phishing,T1003 OS Credential Dumping,Energy,Storage Bucket,True,8,0.3,Americas,Low,High,2022-06-02,2023-03-30,CVE-2026-56413,False,False
THREAT-04158,Nation-State (Russia),Ransomware,T1027 Obfuscated Files or Information,Government,Email Server,True,10,0.46,India,Critical,High,2024-01-20,2024-07-28,,True,True
THREAT-04159,FIN7,Cryptojacking,T1071 Application Layer Protocol,Government,Kubernetes Cluster,True,54,0.13,Americas,Medium,Low,2025-02-02,2025-04-13,,False,False
THREAT-04160,Nation-State (China),Credential Theft,T1105 Ingress Tool Transfer,Energy,Storage Bucket,True,36,0.31,Americas,Medium,Medium,2021-12-30,2022-10-01,CVE-2026-27875,False,True
THREAT-04161,LockBit,Supply Chain Attack,T1133 External Remote Services,E-commerce,Web Server,False,88,0.54,EMEA,Critical,Medium,2023-11-28,2024-07-15,,False,True
THREAT-04162,Nation-State (Russia),Credential Theft,T1053 Scheduled Task/Job,Insurance,SaaS Application,False,44,0.52,Global,Low,Low,2025-08-05,2026-02-10,,False,True
THREAT-04163,SilverFox,Cryptojacking,T1486 Data Encrypted for Impact,Energy,Database Server,True,40,0.48,India,Medium,Low,2023-01-12,2023-10-12,CVE-2026-54080,False,False
THREAT-04164,Unknown,Cryptojacking,T1070 Indicator Removal,Manufacturing,SaaS Application,True,98,0.27,India,Low,High,2021-09-14,2021-11-26,,False,False
THREAT-04165,SilverFox,Insider Threat,T1078 Valid Accounts,Government,Database Server,False,5,0.35,Global,High,Medium,2026-02-07,2026-09-04,,False,True
THREAT-04166,Nation-State (China),Data Exfiltration,T1486 Data Encrypted for Impact,Energy,Cloud VM,True,99,0.21,Asia-Pacific,Low,High,2021-08-06,2022-01-09,CVE-2026-47668,False,True
THREAT-04167,Script Kiddie,Ransomware,T1021 Remote Services,Government,Cloud VM,True,32,0.3,India,High,Low,2021-03-31,2022-02-25,,True,True
THREAT-04168,Sandworm,Zero-Day Exploit,T1071 Application Layer Protocol,Telecom,Web Server,False,33,0.28,Asia-Pacific,High,Medium,2026-05-20,2026-06-02,,False,False
THREAT-04169,APT28,Cryptojacking,T1055 Process Injection,Education,Database Server,True,65,0.48,Americas,High,Medium,2022-05-22,2022-10-05,,False,False
THREAT-04170,Scattered Spider,Supply Chain Attack,T1562 Impair Defenses,Government,Web Server,False,47,0.3,Asia-Pacific,Critical,Low,2025-12-23,2026-08-21,CVE-2026-53798,False,True
THREAT-04171,APT29,Supply Chain Attack,T1070 Indicator Removal,Energy,Web Server,True,63,0.46,Global,Low,Low,2022-08-03,2023-07-31,CVE-2026-57700,False,False
THREAT-04172,ALPHV,Data Exfiltration,T1027 Obfuscated Files or Information,Education,Web Server,False,56,0.42,India,Critical,Low,2025-05-30,2026-03-24,,True,False
THREAT-04173,ALPHV,Phishing,T1055 Process Injection,E-commerce,Kubernetes Cluster,False,40,0.51,Americas,High,Low,2021-05-18,2021-07-01,,True,True
THREAT-04174,Nation-State (Russia),Data Exfiltration,T1048 Exfiltration Over Alternative Protocol,Education,Payment Gateway,False,87,0.18,EMEA,Low,Medium,2023-01-05,2023-07-15,CVE-2026-45480,True,True
THREAT-04175,Cybercrime Syndicate,Cloud Misconfiguration Exploitation,T1569 System Services,Energy,Storage Bucket,False,80,0.48,EMEA,Critical,Medium,2024-06-12,2025-04-27,CVE-2026-27148,False,False
THREAT-04176,Unknown,Cloud Misconfiguration Exploitation,T1190 Exploit Public-Facing Application,Education,Domain Controller,False,40,0.47,EMEA,Critical,High,2021-08-28,2022-06-19,CVE-2026-14357,False,False
THREAT-04177,Hacktivist Group,DDoS,T1071 Application Layer Protocol,Government,Payment Gateway,True,143,0.41,India,Medium,High,2021-09-21,2022-05-23,,False,False
THREAT-04178,Script Kiddie,Insider Threat,T1562 Impair Defenses,Insurance,Storage Bucket,True,1,0.22,EMEA,Critical,High,2023-03-20,2023-12-23,,False,True
THREAT-04179,REvil,Ransomware,T1053 Scheduled Task/Job,Government,Payment Gateway,False,18,0.52,India,Critical,Low,2022-01-14,2022-04-29,CVE-2026-75112,True,True
THREAT-04180,LockBit,Web Application Attack,T1105 Ingress Tool Transfer,IT Services,Payment Gateway,False,8,0.52,Global,Medium,High,2024-05-15,2025-02-13,CVE-2026-56191,False,True
THREAT-04181,SilverFox,Data Exfiltration,T1566 Phishing,Manufacturing,Domain Controller,True,61,0.17,EMEA,High,High,2022-08-11,2023-04-03,,False,False
THREAT-04182,Nation-State (Iran),Credential Theft,T1059 Command and Scripting Interpreter,E-commerce,Domain Controller,False,11,0.32,Global,Low,Medium,2026-02-13,2026-07-16,,False,True
THREAT-04183,APT29,Phishing,T1133 External Remote Services,Education,Storage Bucket,False,77,0.14,Asia-Pacific,Medium,High,2023-12-17,2024-11-29,,False,False
THREAT-04184,Sandworm,Ransomware,T1055 Process Injection,E-commerce,Email Server,True,43,0.44,India,Low,High,2022-12-12,2023-01-19,CVE-2026-84645,True,False
THREAT-04185,REvil,Cryptojacking,T1562 Impair Defenses,E-commerce,Kubernetes Cluster,False,69,0.15,EMEA,Medium,Low,2025-12-30,2026-05-27,,False,True
THREAT-04186,APT29,Data Exfiltration,T1055 Process Injection,Manufacturing,Payment Gateway,True,90,0.59,Global,High,High,2022-04-15,2023-03-23,CVE-2026-73751,False,True
THREAT-04187,Insider,Business Email Compromise,T1082 System Information Discovery,E-commerce,Web Server,False,21,0.57,Americas,Low,Low,2024-09-20,2025-02-12,CVE-2026-73609,False,True
THREAT-04188,APT29,Phishing,T1105 Ingress Tool Transfer,Energy,Cloud VM,False,25,0.49,EMEA,High,High,2023-11-01,2024-03-28,CVE-2026-45274,False,False
THREAT-04189,Hacktivist Group,Supply Chain Attack,T1078 Valid Accounts,Energy,SaaS Application,False,31,0.31,Global,High,High,2023-08-16,2024-01-24,,False,False
THREAT-04190,Hacktivist Group,Cloud Misconfiguration Exploitation,T1071 Application Layer Protocol,Government,Web Server,False,33,0.54,Global,Low,Low,2022-02-02,2022-02-17,,False,False
THREAT-04191,Cybercrime Syndicate,Insider Threat,T1070 Indicator Removal,Telecom,Database Server,True,8,0.12,EMEA,Low,Low,2025-10-02,2026-03-01,CVE-2026-75874,False,True
THREAT-04192,Nation-State (Russia),Supply Chain Attack,T1105 Ingress Tool Transfer,Manufacturing,Web Server,True,100,0.55,EMEA,Low,Low,2024-07-29,2024-12-10,,True,False
THREAT-04193,REvil,Supply Chain Attack,T1569 System Services,Government,Web Server,False,69,0.42,Asia-Pacific,Medium,Medium,2023-05-03,2023-10-05,,False,False
THREAT-04194,Unknown,Insider Threat,T1055 Process Injection,Energy,Storage Bucket,False,8,0.39,Global,Medium,Medium,2024-10-24,2025-06-29,CVE-2026-81732,False,True
THREAT-04195,Mustang Panda,DDoS,T1566 Phishing,Energy,SaaS Application,False,28,0.73,Asia-Pacific,Medium,Low,2026-02-06,2026-09-04,,False,False
THREAT-04196,Script Kiddie,Zero-Day Exploit,T1569 System Services,Energy,Payment Gateway,False,23,0.55,Global,Critical,Medium,2024-05-02,2025-02-04,CVE-2026-81664,False,False
THREAT-04197,Script Kiddie,DDoS,T1566 Phishing,Energy,Email Server,True,118,0.57,EMEA,Medium,High,2024-04-13,2024-09-08,,False,False
THREAT-04198,APT29,DDoS,T1078 Valid Accounts,Energy,Domain Controller,True,142,0.5,Asia-Pacific,High,High,2022-06-23,2022-10-06,CVE-2026-54721,False,False
THREAT-04199,Sandworm,Credential Theft,T1078 Valid Accounts,Manufacturing,Web Server,False,37,0.5,EMEA,Critical,High,2026-05-13,2026-07-03,CVE-2026-84268,False,False
THREAT-04200,Nation-State (China),Data Exfiltration,T1082 System Information Discovery,Government,SaaS Application,False,60,0.53,Asia-Pacific,High,High,2026-01-16,2026-04-03,,False,True
THREAT-04201,Nation-State (Iran),Phishing,T1190 Exploit Public-Facing Application,E-commerce,Domain Controller,False,45,0.55,Global,High,Low,2022-01-02,2022-01-30,,False,True
THREAT-04202,ALPHV,Data Exfiltration,T1078 Valid Accounts,Manufacturing,Web Server,False,86,0.22,Asia-Pacific,Low,Low,2024-07-28,2024-09-16,CVE-2026-9477,False,False
THREAT-04203,Unknown,Credential Theft,T1082 System Information Discovery,Insurance,Cloud VM,False,32,0.32,Global,High,Low,2025-04-18,2025-08-29,CVE-2026-58575,False,False
THREAT-04204,FIN7,Cloud Misconfiguration Exploitation,T1078 Valid Accounts,Government,Employee Laptop,True,99,0.17,Global,Critical,Medium,2025-04-19,2026-03-07,CVE-2026-73610,False,False
THREAT-04205,Mustang Panda,Insider Threat,T1021 Remote Services,Government,Cloud VM,True,8,0.12,Global,Critical,Medium,2026-06-30,2026-08-17,CVE-2026-81807,False,True
THREAT-04206,SilverFox,Phishing,T1133 External Remote Services,Energy,Cloud VM,True,31,0.32,Americas,High,High,2025-10-08,2025-11-26,,False,False
THREAT-04207,Unknown,Cloud Misconfiguration Exploitation,T1059 Command and Scripting Interpreter,Insurance,Cloud VM,False,63,0.53,Asia-Pacific,Low,Low,2025-03-12,2025-03-18,CVE-2026-72808,False,False
THREAT-04208,Script Kiddie,Phishing,T1048 Exfiltration Over Alternative Protocol,E-commerce,Domain Controller,False,44,0.13,Global,High,Low,2023-07-13,2024-01-17,CVE-2026-60083,True,True
THREAT-04209,FIN7,Supply Chain Attack,T1105 Ingress Tool Transfer,Government,Storage Bucket,False,89,0.48,Asia-Pacific,Medium,High,2022-05-14,2023-01-26,CVE-2026-53794,False,False
THREAT-04210,Nation-State (Iran),Zero-Day Exploit,T1569 System Services,E-commerce,Storage Bucket,False,31,0.14,Americas,Critical,High,2023-05-07,2024-02-22,CVE-2026-54526,False,False
THREAT-04211,ALPHV,Zero-Day Exploit,T1070 Indicator Removal,E-commerce,Email Server,True,12,0.45,Asia-Pacific,High,High,2024-10-21,2024-10-26,,False,True
THREAT-04212,Kimsuky,Zero-Day Exploit,T1003 OS Credential Dumping,E-commerce,Database Server,False,8,0.15,India,Low,Low,2021-04-16,2021-09-19,CVE-2026-18613,False,False
THREAT-04213,APT29,Zero-Day Exploit,T1070 Indicator Removal,Government,Employee Laptop,True,77,0.56,Global,Low,Low,2022-05-13,2022-10-24,CVE-2026-76215,False,False
THREAT-04214,Unknown,Business Email Compromise,T1071 Application Layer Protocol,Government,Domain Controller,True,16,0.28,India,High,Low,2024-10-25,2025-05-08,CVE-2026-74475,False,False
THREAT-04215,Unknown,DDoS,T1562 Impair Defenses,Government,Cloud VM,False,21,0.48,EMEA,Critical,Low,2023-01-15,2023-03-15,,False,False
THREAT-04216,Nation-State (Russia),Business Email Compromise,T1110 Brute Force,Government,Domain Controller,True,80,0.35,Americas,Medium,High,2025-02-12,2025-08-20,,False,False
THREAT-04217,SilverFox,Cloud Misconfiguration Exploitation,T1082 System Information Discovery,IT Services,API Gateway,True,77,0.16,EMEA,Medium,Low,2025-10-19,2026-02-07,,False,False
THREAT-04218,SilverFox,Ransomware,T1110 Brute Force,E-commerce,Payment Gateway,False,41,0.7,Global,High,Low,2022-08-18,2023-01-18,,True,True
THREAT-04219,Cybercrime Syndicate,Cryptojacking,T1566 Phishing,Government,Domain Controller,False,8,0.47,Asia-Pacific,Critical,High,2026-06-27,2026-09-04,CVE-2026-72649,False,False
THREAT-04220,Sandworm,DDoS,T1486 Data Encrypted for Impact,Education,SaaS Application,False,179,0.82,India,High,High,2024-08-29,2025-01-19,,False,False
THREAT-04221,APT28,Zero-Day Exploit,T1569 System Services,Education,Database Server,False,89,0.5,Global,Low,High,2024-02-02,2024-07-01,CVE-2026-79682,False,False
THREAT-04222,Sandworm,Ransomware,T1048 Exfiltration Over Alternative Protocol,Manufacturing,SaaS Application,True,27,0.5,EMEA,Critical,High,2022-06-01,2022-07-27,,True,True
THREAT-04223,Kimsuky,Zero-Day Exploit,T1071 Application Layer Protocol,Insurance,Cloud VM,False,18,0.46,Global,Low,Low,2026-07-08,2026-09-04,CVE-2026-69075,False,True
THREAT-04224,Nation-State (Iran),Cloud Misconfiguration Exploitation,T1021 Remote Services,Insurance,Payment Gateway,True,98,0.22,EMEA,Critical,High,2022-06-28,2023-01-22,,False,False
THREAT-04225,Kimsuky,Supply Chain Attack,T1053 Scheduled Task/Job,Manufacturing,Web Server,False,67,0.14,Americas,High,High,2025-09-01,2026-07-13,CVE-2026-48277,False,True
THREAT-04226,Mustang Panda,Cloud Misconfiguration Exploitation,T1055 Process Injection,Education,API Gateway,True,25,0.43,Americas,Low,Medium,2026-04-12,2026-09-04,,False,False
THREAT-04227,Conti,Phishing,T1133 External Remote Services,Telecom,Email Server,True,62,0.16,Asia-Pacific,Medium,Low,2025-11-05,2026-09-04,CVE-2026-68951,False,False
THREAT-04228,REvil,Zero-Day Exploit,T1071 Application Layer Protocol,Manufacturing,Kubernetes Cluster,True,11,0.53,EMEA,Low,High,2024-08-09,2024-09-05,CVE-2026-54769,False,False
THREAT-04229,Conti,Web Application Attack,T1082 System Information Discovery,E-commerce,Payment Gateway,True,8,0.24,Asia-Pacific,Low,High,2021-12-16,2022-01-26,,False,True
THREAT-04230,Lazarus Group,Business Email Compromise,T1562 Impair Defenses,Education,Storage Bucket,False,84,0.32,Asia-Pacific,Critical,Low,2021-04-03,2021-10-29,CVE-2026-73049,False,False
THREAT-04231,Unknown,Zero-Day Exploit,T1190 Exploit Public-Facing Application,Manufacturing,Kubernetes Cluster,True,19,0.59,India,High,Low,2021-05-06,2021-08-21,,False,False
THREAT-04232,Nation-State (Russia),DDoS,T1110 Brute Force,IT Services,Storage Bucket,False,72,0.84,Asia-Pacific,High,Medium,2023-04-09,2023-08-20,,False,False
THREAT-04233,LockBit,Phishing,T1003 OS Credential Dumping,Insurance,Domain Controller,True,95,0.58,Asia-Pacific,Low,High,2025-12-01,2026-09-04,,False,True
THREAT-04234,Hacktivist Group,Data Exfiltration,T1082 System Information Discovery,Energy,Employee Laptop,False,95,0.5,Global,Critical,Low,2022-05-21,2023-03-08,,False,True
THREAT-04235,Unknown,Web Application Attack,T1027 Obfuscated Files or Information,Manufacturing,Payment Gateway,False,96,0.14,Americas,High,Medium,2023-06-01,2023-11-26,CVE-2026-65624,False,True
THREAT-04236,ALPHV,Business Email Compromise,T1048 Exfiltration Over Alternative Protocol,Government,API Gateway,False,86,0.35,Global,Medium,Medium,2021-08-13,2022-01-27,,False,False
THREAT-04237,Sandworm,Supply Chain Attack,T1048 Exfiltration Over Alternative Protocol,Manufacturing,API Gateway,True,79,0.46,Global,Low,Medium,2022-10-04,2023-02-25,,False,False
THREAT-04238,SilverFox,Supply Chain Attack,T1070 Indicator Removal,Education,Domain Controller,False,98,0.33,Asia-Pacific,Medium,High,2023-05-15,2024-03-31,CVE-2026-75147,False,True
THREAT-04239,Insider,Credential Theft,T1569 System Services,Energy,Email Server,False,38,0.33,Asia-Pacific,Low,Medium,2022-05-15,2022-11-20,,False,False
THREAT-04240,Scattered Spider,Credential Theft,T1053 Scheduled Task/Job,E-commerce,Kubernetes Cluster,False,47,0.31,India,Medium,High,2024-11-07,2025-07-25,,False,False
THREAT-04241,Nation-State (Russia),Ransomware,T1003 OS Credential Dumping,Insurance,SaaS Application,False,6,0.35,Americas,High,High,2023-10-14,2024-01-04,CVE-2026-54885,True,True
THREAT-04242,Insider,DDoS,T1053 Scheduled Task/Job,Government,Cloud VM,False,183,0.76,India,Low,High,2025-04-24,2026-03-29,CVE-2026-53667,False,False
THREAT-04243,SilverFox,Cryptojacking,T1059 Command and Scripting Interpreter,Healthcare,Storage Bucket,False,29,0.53,Asia-Pacific,Low,Medium,2024-01-17,2024-09-23,,False,True
THREAT-04244,Lazarus Group,Phishing,T1566 Phishing,Education,Web Server,False,76,0.19,Americas,Medium,Low,2022-02-19,2023-01-20,,True,False
THREAT-04245,FIN7,Ransomware,T1082 System Information Discovery,Education,Domain Controller,False,45,0.51,Global,Medium,Medium,2021-03-31,2021-05-16,CVE-2026-42933,True,True
THREAT-04246,Lazarus Group,Cryptojacking,T1003 OS Credential Dumping,Telecom,Email Server,False,91,0.25,Global,High,High,2021-08-10,2022-03-30,,False,False
THREAT-04247,Nation-State (Russia),Cloud Misconfiguration Exploitation,T1070 Indicator Removal,IT Services,Email Server,False,20,0.14,Asia-Pacific,Low,Low,2021-09-22,2022-01-16,,False,False
THREAT-04248,Nation-State (China),Zero-Day Exploit,T1566 Phishing,Energy,Database Server,True,40,0.49,Asia-Pacific,Critical,High,2025-02-28,2026-01-25,CVE-2026-56162,False,False
THREAT-04249,Conti,Insider Threat,T1059 Command and Scripting Interpreter,IT Services,Employee Laptop,True,5,0.19,Americas,Low,High,2024-05-29,2024-11-23,,False,True
THREAT-04250,Insider,Cloud Misconfiguration Exploitation,T1190 Exploit Public-Facing Application,E-commerce,Web Server,False,49,0.49,EMEA,Critical,High,2021-10-13,2022-07-09,,False,True
THREAT-04251,Scattered Spider,Business Email Compromise,T1059 Command and Scripting Interpreter,E-commerce,Cloud VM,True,87,0.58,Global,Low,High,2024-08-19,2025-08-19,,False,False
THREAT-04252,APT28,Business Email Compromise,T1110 Brute Force,Manufacturing,Payment Gateway,False,19,0.15,Global,Low,Medium,2022-05-28,2022-06-20,,False,False
THREAT-04253,Script Kiddie,Credential Theft,T1078 Valid Accounts,Government,Payment Gateway,True,14,0.45,India,Critical,Low,2023-07-18,2023-09-27,CVE-2026-81730,False,True
THREAT-04254,APT29,Cryptojacking,T1071 Application Layer Protocol,Energy,SaaS Application,False,35,0.37,EMEA,Critical,Medium,2025-07-09,2026-06-01,,False,False
THREAT-04255,Mustang Panda,Insider Threat,T1027 Obfuscated Files or Information,Education,Payment Gateway,True,6,0.34,India,Medium,High,2022-02-17,2022-06-07,,False,True
THREAT-04256,APT28,DDoS,T1021 Remote Services,Government,Domain Controller,True,92,0.42,Global,Critical,Medium,2024-02-05,2024-05-29,,False,False
THREAT-04257,APT28,Credential Theft,T1053 Scheduled Task/Job,Telecom,Web Server,True,29,0.33,EMEA,High,High,2024-12-29,2025-09-05,CVE-2026-57700,False,False
THREAT-04258,Cybercrime Syndicate,Zero-Day Exploit,T1082 System Information Discovery,Energy,Email Server,False,46,0.47,EMEA,Medium,Low,2022-12-20,2023-02-25,CVE-2026-53454,False,False
