asset_id,organization_id,business_unit_id,asset_name,asset_type,operating_system,environment,cloud_provider,region,internet_exposed,asset_owner,business_service,data_classification,asset_criticality,confidentiality_score,integrity_score,availability_score,revenue_dependency,customer_dependency,regulatory_dependency,dependency_count,asset_age_days,current_risk_score
AST-07918,ORG-003,BU-0017,Kubernetes Cluster 7918,Kubernetes Cluster,Linux,Staging,On-Premise,eu-west-1,False,owner_50@corp.com,Customer Portal,Highly Confidential,Medium,3,5,4,0.29,0.28,0.57,13,1775,4.1
AST-07919,ORG-012,BU-0075,Employee Laptop 7919,Employee Laptop,Windows 11,Production,Azure,eu-west-1,False,owner_426@corp.com,DevOps Pipeline,Highly Confidential,High,9,6,8,0.63,0.12,0.72,5,1857,6.5
AST-07920,ORG-022,BU-0129,Employee Laptop 7920,Employee Laptop,macOS Ventura,Production,Azure,ap-southeast-1,False,owner_173@corp.com,File Sharing,Highly Confidential,High,8,7,8,0.5,0.17,0.52,13,1717,7.8
AST-07921,ORG-015,BU-0089,SaaS Application 7921,SaaS Application,SaaS,Production,On-Premise,ap-southeast-1,True,owner_8@corp.com,HR System,Confidential,Critical,10,10,8,0.96,0.31,0.21,11,1352,10
AST-07922,ORG-006,BU-0037,IoT Device 7922,IoT Device,Embedded,Production,Azure,us-east-1,False,owner_44@corp.com,Customer Portal,Confidential,High,7,6,9,0.62,0.34,0.11,8,550,6.0
AST-07923,ORG-023,BU-0139,VPN Gateway 7923,VPN Gateway,Linux,Production,AWS,us-east-1,True,owner_222@corp.com,CRM,Confidential,High,7,6,8,0.38,0.82,0.22,9,1104,8.1
AST-07924,ORG-008,BU-0045,Network Device 7924,Network Device,Proprietary,Production,On-Premise,eu-west-1,False,owner_338@corp.com,Communication,Highly Confidential,Critical,8,10,8,0.44,0.21,0.73,7,547,8.1
AST-07925,ORG-014,BU-0086,Kubernetes Cluster 7925,Kubernetes Cluster,Linux,Production,On-Premise,eu-west-1,False,owner_95@corp.com,ERP,Highly Confidential,Critical,9,10,8,0.67,0.37,0.6,8,546,10
AST-07926,ORG-004,BU-0025,VPN Gateway 7926,VPN Gateway,Linux,Production,Azure,ap-southeast-1,False,owner_183@corp.com,Supply Chain,Confidential,High,9,9,9,0.91,0.26,0.16,5,2174,6.7
AST-07927,ORG-024,BU-0144,IoT Device 7927,IoT Device,Embedded,Production,AWS,us-east-1,False,owner_225@corp.com,HR System,Highly Confidential,Medium,5,6,5,0.08,0.3,0.57,11,1931,4.5
AST-07928,ORG-005,BU-0031,VPN Gateway 7928,VPN Gateway,Linux,Production,On-Premise,us-east-1,False,owner_33@corp.com,Customer Portal,Public,Medium,6,4,5,0.47,0.29,0.28,13,1972,3.8
AST-07929,ORG-009,BU-0053,Kubernetes Cluster 7929,Kubernetes Cluster,Linux,Staging,GCP,ap-south-1,False,owner_156@corp.com,Security Ops,Public,Medium,6,4,6,0.49,0.32,0.41,0,920,2.7
AST-07930,ORG-002,BU-0006,Web Server 7930,Web Server,Linux,Production,Azure,us-east-1,True,owner_74@corp.com,Payment Processing,Confidential,Critical,10,10,9,0.74,0.42,0.16,14,835,9.3
AST-07931,ORG-004,BU-0022,VPN Gateway 7931,VPN Gateway,Linux,Production,On-Premise,eu-west-1,True,owner_156@corp.com,Core Banking,Confidential,High,8,6,9,0.64,0.99,0.47,2,1181,7.7
AST-07932,ORG-014,BU-0085,File Server 7932,File Server,Windows Server 2019,Production,On-Premise,ap-south-1,False,owner_361@corp.com,Communication,Confidential,Critical,10,10,8,0.35,0.04,0.43,1,1276,10
AST-07933,ORG-011,BU-0068,Application Server 7933,Application Server,Windows Server 2022,Production,AWS,ap-southeast-1,True,owner_27@corp.com,CRM,Internal,Medium,4,4,3,0.09,0.93,0.24,5,186,6.6
AST-07934,ORG-011,BU-0064,API Gateway 7934,API Gateway,Linux,Staging,AWS,ap-south-1,False,owner_349@corp.com,Data Analytics,Confidential,Medium,4,5,3,0.16,0.36,0.02,5,1217,4.0
AST-07935,ORG-001,BU-0005,IAM System 7935,IAM System,SaaS,Production,GCP,eu-west-1,False,owner_342@corp.com,Supply Chain,Confidential,High,7,6,6,0.73,0.2,0.09,8,514,5.0
AST-07936,ORG-022,BU-0130,File Server 7936,File Server,Windows Server 2019,Production,GCP,ap-southeast-1,False,owner_28@corp.com,Communication,Highly Confidential,Medium,4,3,4,0.39,0.09,0.85,11,731,3.8
AST-07937,ORG-006,BU-0034,SaaS Application 7937,SaaS Application,SaaS,Production,Azure,us-east-1,False,owner_482@corp.com,File Sharing,Highly Confidential,Critical,10,10,10,0.71,0.14,0.92,9,1850,5.7
AST-07938,ORG-009,BU-0055,IoT Device 7938,IoT Device,Embedded,Production,On-Premise,ap-southeast-1,False,owner_91@corp.com,Payment Processing,Confidential,Critical,10,9,10,0.74,0.21,0.0,2,894,10
AST-07939,ORG-008,BU-0047,Network Device 7939,Network Device,Proprietary,Production,Azure,ap-south-1,False,owner_144@corp.com,Communication,Confidential,High,9,8,8,0.54,0.18,0.14,2,1333,4.1
AST-07940,ORG-007,BU-0041,IAM System 7940,IAM System,SaaS,Production,On-Premise,eu-west-1,True,owner_340@corp.com,Supply Chain,Confidential,High,6,9,6,0.93,0.84,0.04,9,196,10
AST-07941,ORG-006,BU-0034,Network Device 7941,Network Device,Proprietary,Production,AWS,eu-west-1,True,owner_221@corp.com,Core Banking,Confidential,Critical,10,9,8,0.94,0.98,0.17,6,781,10
AST-07942,ORG-019,BU-0117,Application Server 7942,Application Server,Linux,Development,AWS,eu-west-1,False,owner_186@corp.com,API Platform,Confidential,Low,2,1,2,0.05,0.15,0.39,2,2352,1.2
AST-07943,ORG-005,BU-0027,IAM System 7943,IAM System,SaaS,Production,AWS,ap-southeast-1,True,owner_298@corp.com,Security Ops,Highly Confidential,High,6,8,9,0.69,0.84,0.74,10,578,8.9
AST-07944,ORG-006,BU-0035,Domain Controller 7944,Domain Controller,Windows Server 2022,Production,GCP,us-east-1,False,owner_299@corp.com,Core Banking,Confidential,Critical,10,10,10,0.43,0.31,0.3,8,185,10
AST-07945,ORG-006,BU-0035,Database Server 7945,Database Server,Windows Server 2019,Production,AWS,us-east-1,False,owner_72@corp.com,Security Ops,Highly Confidential,High,7,9,9,0.86,0.4,0.73,3,794,5.9
AST-07946,ORG-011,BU-0065,API Gateway 7946,API Gateway,Linux,Staging,Azure,ap-southeast-1,False,owner_497@corp.com,Core Banking,Public,Medium,6,4,4,0.32,0.36,0.34,12,476,2.6
AST-07947,ORG-002,BU-0008,Kubernetes Cluster 7947,Kubernetes Cluster,Linux,Production,AWS,us-east-1,False,owner_248@corp.com,CRM,Public,Medium,4,5,5,0.37,0.1,0.23,7,623,4.5
AST-07948,ORG-022,BU-0132,Payment Gateway 7948,Payment Gateway,Linux,Production,Azure,ap-south-1,True,owner_389@corp.com,ERP,Highly Confidential,High,9,7,7,0.8,0.68,0.52,6,1050,10
AST-07949,ORG-013,BU-0079,File Server 7949,File Server,Windows Server 2019,Production,Azure,us-east-1,True,owner_36@corp.com,ERP,Confidential,Critical,10,10,9,0.97,0.39,0.01,11,2182,9.0
AST-07950,ORG-017,BU-0105,Network Device 7950,Network Device,Proprietary,Production,GCP,ap-south-1,False,owner_27@corp.com,Core Banking,Confidential,Medium,3,6,6,0.46,0.15,0.5,14,456,5.6
AST-07951,ORG-003,BU-0015,Kubernetes Cluster 7951,Kubernetes Cluster,Linux,Production,On-Premise,ap-southeast-1,False,owner_477@corp.com,ERP,Highly Confidential,High,7,6,7,0.96,0.12,0.87,14,1816,4.3
AST-07952,ORG-008,BU-0046,Database Server 7952,Database Server,Windows Server 2019,Production,GCP,eu-west-1,False,owner_186@corp.com,ERP,Highly Confidential,High,8,8,6,0.67,0.16,0.88,12,2303,5.5
AST-07953,ORG-024,BU-0140,VPN Gateway 7953,VPN Gateway,Linux,Production,GCP,ap-southeast-1,False,owner_250@corp.com,API Platform,Highly Confidential,Critical,10,10,10,0.72,0.39,0.64,2,2440,6.5
AST-07954,ORG-014,BU-0084,API Gateway 7954,API Gateway,Linux,Production,On-Premise,eu-west-1,False,owner_315@corp.com,Communication,Highly Confidential,High,6,7,6,0.34,0.37,0.97,0,2077,5.2
AST-07955,ORG-007,BU-0041,Domain Controller 7955,Domain Controller,Windows Server 2022,Production,GCP,ap-south-1,False,owner_457@corp.com,API Platform,Internal,Medium,3,4,5,0.32,0.13,0.27,2,1520,3.9
AST-07956,ORG-020,BU-0124,Cloud VM 7956,Cloud VM,Linux,Testing,Azure,ap-south-1,False,owner_393@corp.com,Communication,Internal,Low,1,1,1,0.08,0.06,0.14,11,1750,2.2
AST-07957,ORG-018,BU-0111,Cloud VM 7957,Cloud VM,Linux,Testing,AWS,eu-west-1,False,owner_137@corp.com,Customer Portal,Internal,Low,1,1,1,0.09,0.12,0.1,3,684,1.9
AST-07958,ORG-004,BU-0021,Network Device 7958,Network Device,Proprietary,Production,GCP,ap-south-1,True,owner_401@corp.com,Supply Chain,Highly Confidential,Medium,6,5,5,0.37,0.76,0.6,14,1822,7.5
AST-07959,ORG-012,BU-0071,Cloud VM 7959,Cloud VM,Windows Server 2022,Production,GCP,us-east-1,False,owner_318@corp.com,Core Banking,Highly Confidential,High,8,6,9,0.8,0.27,0.56,0,481,4.8
AST-07960,ORG-014,BU-0084,Network Device 7960,Network Device,Proprietary,Production,GCP,us-east-1,False,owner_69@corp.com,HR System,Confidential,Medium,5,6,4,0.27,0.09,0.18,11,1247,4.9
AST-07961,ORG-018,BU-0115,API Gateway 7961,API Gateway,Linux,Production,On-Premise,ap-south-1,True,owner_393@corp.com,Core Banking,Highly Confidential,High,7,6,8,0.52,0.23,0.78,10,2417,7.4
AST-07962,ORG-020,BU-0124,Firewall 7962,Firewall,Proprietary,Production,On-Premise,eu-west-1,False,owner_364@corp.com,ERP,Highly Confidential,High,9,7,6,0.58,0.33,0.76,14,1708,7.2
AST-07963,ORG-010,BU-0061,Application Server 7963,Application Server,Windows Server 2022,Production,AWS,ap-south-1,False,owner_203@corp.com,CRM,Confidential,High,6,8,9,0.67,0.23,0.46,6,1715,6.5
AST-07964,ORG-010,BU-0057,Email Server 7964,Email Server,Windows Server 2019,Production,On-Premise,ap-south-1,True,owner_416@corp.com,Core Banking,Highly Confidential,High,8,9,7,0.76,0.63,0.67,13,670,8.4
AST-07965,ORG-020,BU-0124,Domain Controller 7965,Domain Controller,Windows Server 2022,Production,AWS,ap-southeast-1,False,owner_284@corp.com,DevOps Pipeline,Highly Confidential,High,7,7,9,0.82,0.02,0.72,3,1708,8.2
AST-07966,ORG-008,BU-0043,SaaS Application 7966,SaaS Application,SaaS,Production,GCP,us-east-1,False,owner_157@corp.com,CRM,Internal,Medium,5,4,4,0.14,0.38,0.38,2,511,2.8
AST-07967,ORG-020,BU-0122,Cloud VM 7967,Cloud VM,Linux,Development,On-Premise,us-east-1,False,owner_373@corp.com,API Platform,Confidential,Low,3,3,1,0.25,0.35,0.03,12,1995,2.0
AST-07968,ORG-009,BU-0052,IAM System 7968,IAM System,SaaS,Production,AWS,eu-west-1,False,owner_97@corp.com,Payment Processing,Internal,Medium,3,6,4,0.26,0.11,0.46,5,1094,4.8
AST-07969,ORG-025,BU-0147,SaaS Application 7969,SaaS Application,SaaS,Production,GCP,ap-south-1,False,owner_343@corp.com,DevOps Pipeline,Highly Confidential,High,6,8,8,0.59,0.35,0.76,12,884,5.6
AST-07970,ORG-011,BU-0062,Workstation 7970,Workstation,Ubuntu 22.04,Development,GCP,ap-south-1,False,owner_277@corp.com,DevOps Pipeline,Confidential,Low,2,1,2,0.36,0.26,0.2,9,1595,2.3
AST-07971,ORG-012,BU-0070,Employee Laptop 7971,Employee Laptop,macOS Ventura,Production,GCP,ap-southeast-1,False,owner_129@corp.com,CRM,Confidential,Critical,10,10,8,0.65,0.12,0.2,12,1110,7.9
AST-07972,ORG-022,BU-0130,Employee Laptop 7972,Employee Laptop,macOS Ventura,Production,GCP,ap-south-1,True,owner_197@corp.com,Email,Highly Confidential,High,7,9,7,0.66,0.53,0.73,7,1840,10
AST-07973,ORG-022,BU-0135,IAM System 7973,IAM System,SaaS,Production,GCP,ap-south-1,False,owner_468@corp.com,CRM,Confidential,High,8,6,8,0.33,0.13,0.35,9,1749,6.3
AST-07974,ORG-007,BU-0041,Application Server 7974,Application Server,Linux,Development,On-Premise,us-east-1,False,owner_216@corp.com,Email,Highly Confidential,Low,1,1,3,0.43,0.1,0.53,4,99,1.9
AST-07975,ORG-021,BU-0125,Firewall 7975,Firewall,Proprietary,Production,Azure,ap-south-1,True,owner_59@corp.com,Payment Processing,Highly Confidential,High,6,9,8,0.99,0.98,0.81,12,1342,8.0
AST-07976,ORG-011,BU-0066,Email Server 7976,Email Server,Linux,Production,Azure,ap-southeast-1,False,owner_382@corp.com,DevOps Pipeline,Highly Confidential,High,8,6,7,0.7,0.0,0.92,1,172,8.9
AST-07977,ORG-021,BU-0127,CI/CD Server 7977,CI/CD Server,Linux,Development,On-Premise,eu-west-1,False,owner_51@corp.com,DevOps Pipeline,Public,Low,3,1,3,0.3,0.01,0.38,13,2139,2.0
AST-07978,ORG-024,BU-0141,Application Server 7978,Application Server,Linux,Production,On-Premise,ap-south-1,True,owner_349@corp.com,File Sharing,Highly Confidential,High,7,6,8,0.64,0.61,0.54,8,1697,7.7
AST-07979,ORG-012,BU-0069,Storage Bucket 7979,Storage Bucket,N/A,Development,On-Premise,ap-southeast-1,False,owner_278@corp.com,Customer Portal,Highly Confidential,Medium,5,4,3,0.22,0.06,0.69,12,2270,3.5
AST-07980,ORG-006,BU-0034,Network Device 7980,Network Device,Proprietary,Production,On-Premise,us-east-1,False,owner_78@corp.com,ERP,Confidential,High,7,7,8,0.62,0.2,0.06,7,1888,7.8
AST-07981,ORG-007,BU-0038,Network Device 7981,Network Device,Proprietary,Production,On-Premise,ap-southeast-1,True,owner_359@corp.com,Communication,Highly Confidential,Critical,8,9,10,0.87,0.68,0.94,6,983,8.9
AST-07982,ORG-001,BU-0001,VPN Gateway 7982,VPN Gateway,Linux,Production,Azure,ap-south-1,True,owner_91@corp.com,ERP,Highly Confidential,Critical,9,10,8,0.43,0.85,0.68,12,706,8.3
AST-07983,ORG-020,BU-0124,Workstation 7983,Workstation,Ubuntu 22.04,Production,On-Premise,eu-west-1,False,owner_312@corp.com,HR System,Confidential,High,8,9,6,0.4,0.37,0.34,5,1114,4.7
AST-07984,ORG-009,BU-0056,Cloud VM 7984,Cloud VM,Linux,Testing,On-Premise,ap-south-1,False,owner_302@corp.com,Communication,Public,Low,1,2,1,0.19,0.32,0.26,4,2300,1.8
AST-07985,ORG-011,BU-0066,Application Server 7985,Application Server,Linux,Development,On-Premise,eu-west-1,False,owner_325@corp.com,HR System,Highly Confidential,Medium,4,6,4,0.22,0.12,0.81,9,2197,2.9
AST-07986,ORG-004,BU-0024,Email Server 7986,Email Server,Linux,Production,Azure,us-east-1,False,owner_134@corp.com,Customer Portal,Highly Confidential,Critical,9,9,8,0.32,0.26,0.95,15,1784,8.5
AST-07987,ORG-025,BU-0149,Database Server 7987,Database Server,Linux,Production,Azure,ap-southeast-1,True,owner_199@corp.com,Core Banking,Confidential,Critical,10,10,8,0.82,0.3,0.36,6,1016,9.2
AST-07988,ORG-007,BU-0039,Payment Gateway 7988,Payment Gateway,Linux,Production,On-Premise,ap-southeast-1,False,owner_67@corp.com,Security Ops,Highly Confidential,High,6,9,6,0.97,0.37,0.58,12,531,7.2
AST-07989,ORG-019,BU-0118,API Gateway 7989,API Gateway,Linux,Staging,GCP,ap-south-1,False,owner_348@corp.com,ERP,Highly Confidential,Low,1,1,1,0.38,0.31,0.9,12,1522,1.1
AST-07990,ORG-004,BU-0025,Domain Controller 7990,Domain Controller,Windows Server 2022,Production,On-Premise,ap-southeast-1,False,owner_98@corp.com,Core Banking,Highly Confidential,High,7,7,7,0.49,0.31,0.78,7,638,8.4
AST-07991,ORG-012,BU-0072,API Gateway 7991,API Gateway,Linux,Production,GCP,ap-southeast-1,True,owner_135@corp.com,Payment Processing,Confidential,High,8,9,8,0.9,0.46,0.42,8,1308,7.0
AST-07992,ORG-011,BU-0064,Cloud VM 7992,Cloud VM,Linux,Production,On-Premise,us-east-1,False,owner_475@corp.com,DevOps Pipeline,Confidential,Critical,10,10,8,0.82,0.22,0.49,1,1438,8.8
AST-07993,ORG-022,BU-0133,Employee Laptop 7993,Employee Laptop,macOS Ventura,Production,Azure,ap-southeast-1,False,owner_427@corp.com,File Sharing,Highly Confidential,Critical,9,8,9,0.57,0.4,0.89,13,870,5.2
AST-07994,ORG-008,BU-0050,Email Server 7994,Email Server,Linux,Production,On-Premise,ap-southeast-1,True,owner_305@corp.com,Core Banking,Confidential,High,6,9,9,0.99,0.32,0.37,1,1896,10
AST-07995,ORG-012,BU-0070,Database Server 7995,Database Server,Windows Server 2019,Production,Azure,ap-south-1,False,owner_112@corp.com,HR System,Highly Confidential,Critical,10,10,8,0.43,0.26,0.69,4,1136,6.3
AST-07996,ORG-005,BU-0026,Web Server 7996,Web Server,Windows Server 2022,Staging,GCP,ap-southeast-1,False,owner_309@corp.com,Customer Portal,Confidential,Low,1,1,1,0.43,0.18,0.45,11,78,1.4
AST-07997,ORG-005,BU-0027,Network Device 7997,Network Device,Proprietary,Production,Azure,ap-south-1,True,owner_136@corp.com,Data Analytics,Internal,Medium,3,5,5,0.08,0.21,0.44,6,613,6.6
AST-07998,ORG-010,BU-0060,Email Server 7998,Email Server,Linux,Production,GCP,us-east-1,False,owner_441@corp.com,Supply Chain,Confidential,Critical,8,10,9,0.55,0.06,0.23,13,1045,9.0
AST-07999,ORG-020,BU-0122,Firewall 7999,Firewall,Proprietary,Production,Azure,us-east-1,True,owner_433@corp.com,Security Ops,Highly Confidential,Medium,6,4,4,0.32,0.41,0.8,2,422,4.8
AST-08000,ORG-004,BU-0019,Email Server 8000,Email Server,Linux,Production,On-Premise,us-east-1,False,owner_470@corp.com,CRM,Highly Confidential,Medium,6,6,3,0.22,0.14,0.75,4,1839,2.6
AST-08001,ORG-006,BU-0036,Network Device 8001,Network Device,Proprietary,Production,GCP,ap-south-1,False,owner_13@corp.com,Communication,Highly Confidential,High,9,7,9,0.53,0.14,0.76,10,1131,4.4
AST-08002,ORG-004,BU-0019,IoT Device 8002,IoT Device,Embedded,Production,GCP,ap-southeast-1,False,owner_377@corp.com,DevOps Pipeline,Confidential,High,7,7,6,0.64,0.29,0.32,9,206,5.3
AST-08003,ORG-007,BU-0040,Employee Laptop 8003,Employee Laptop,Windows 11,Production,On-Premise,eu-west-1,True,owner_182@corp.com,Core Banking,Confidential,High,6,6,7,0.98,0.79,0.35,12,2332,10
AST-08004,ORG-010,BU-0059,Cloud VM 8004,Cloud VM,Linux,Development,GCP,ap-south-1,False,owner_49@corp.com,Communication,Internal,Low,2,1,1,0.43,0.26,0.13,15,1187,1.7
AST-08005,ORG-009,BU-0051,Storage Bucket 8005,Storage Bucket,N/A,Production,AWS,us-east-1,False,owner_162@corp.com,Core Banking,Highly Confidential,Critical,8,9,8,0.54,0.02,0.72,10,1275,10
AST-08006,ORG-001,BU-0003,Database Server 8006,Database Server,Windows Server 2019,Production,AWS,ap-south-1,False,owner_69@corp.com,Supply Chain,Confidential,High,9,7,7,0.74,0.14,0.14,14,1533,8.6
AST-08007,ORG-021,BU-0125,API Gateway 8007,API Gateway,Linux,Production,On-Premise,us-east-1,False,owner_399@corp.com,Payment Processing,Confidential,High,9,6,6,0.59,0.07,0.25,12,862,4.6
AST-08008,ORG-011,BU-0067,Network Device 8008,Network Device,Proprietary,Production,AWS,ap-southeast-1,False,owner_493@corp.com,ERP,Highly Confidential,Medium,4,4,4,0.06,0.35,0.86,8,1880,5.9
AST-08009,ORG-023,BU-0138,VPN Gateway 8009,VPN Gateway,Linux,Production,AWS,ap-south-1,True,owner_336@corp.com,Communication,Highly Confidential,Critical,8,10,10,0.5,0.53,0.95,11,968,10
AST-08010,ORG-023,BU-0136,Database Server 8010,Database Server,Linux,Production,On-Premise,us-east-1,True,owner_19@corp.com,Supply Chain,Confidential,High,6,8,9,0.69,0.66,0.01,12,475,10
AST-08011,ORG-025,BU-0150,SaaS Application 8011,SaaS Application,SaaS,Production,AWS,ap-south-1,False,owner_362@corp.com,Customer Portal,Confidential,Critical,9,9,9,0.55,0.21,0.41,11,1209,9.8
AST-08012,ORG-017,BU-0107,IAM System 8012,IAM System,SaaS,Production,On-Premise,eu-west-1,False,owner_294@corp.com,Customer Portal,Highly Confidential,Medium,3,4,4,0.45,0.19,0.57,6,856,4.8
AST-08013,ORG-011,BU-0062,Storage Bucket 8013,Storage Bucket,N/A,Development,GCP,eu-west-1,False,owner_89@corp.com,Data Analytics,Internal,Medium,3,3,5,0.47,0.01,0.28,6,1674,3.9
AST-08014,ORG-004,BU-0024,SaaS Application 8014,SaaS Application,SaaS,Production,On-Premise,eu-west-1,True,owner_236@corp.com,Data Analytics,Highly Confidential,High,7,6,9,0.56,0.4,0.72,12,1615,6.3
AST-08015,ORG-014,BU-0088,Web Server 8015,Web Server,Linux,Staging,GCP,ap-southeast-1,False,owner_303@corp.com,CRM,Public,Low,1,3,3,0.01,0.09,0.44,0,1282,1.0
AST-08016,ORG-003,BU-0010,Domain Controller 8016,Domain Controller,Windows Server 2022,Production,AWS,eu-west-1,False,owner_58@corp.com,Core Banking,Public,Medium,4,6,4,0.49,0.29,0.39,11,155,2.6
AST-08017,ORG-020,BU-0121,SaaS Application 8017,SaaS Application,SaaS,Production,AWS,ap-south-1,True,owner_112@corp.com,Data Analytics,Confidential,High,7,6,8,0.44,0.48,0.04,11,1727,10.0
AST-08018,ORG-001,BU-0001,Employee Laptop 8018,Employee Laptop,Windows 11,Production,AWS,us-east-1,True,owner_243@corp.com,File Sharing,Confidential,Critical,9,9,9,0.7,0.6,0.0,7,1375,7.6
AST-08019,ORG-009,BU-0054,File Server 8019,File Server,Linux,Production,GCP,ap-southeast-1,False,owner_215@corp.com,Supply Chain,Confidential,High,6,9,6,0.52,0.2,0.39,13,1933,7.3
AST-08020,ORG-019,BU-0120,API Gateway 8020,API Gateway,Linux,Staging,Azure,ap-south-1,False,owner_195@corp.com,Security Ops,Public,Low,1,1,2,0.2,0.31,0.2,5,2330,1.1
AST-08021,ORG-011,BU-0067,Domain Controller 8021,Domain Controller,Windows Server 2022,Production,AWS,eu-west-1,False,owner_109@corp.com,Email,Highly Confidential,Medium,4,4,4,0.0,0.31,0.99,11,2362,5.1
AST-08022,ORG-001,BU-0002,Domain Controller 8022,Domain Controller,Windows Server 2022,Production,On-Premise,us-east-1,True,owner_191@corp.com,API Platform,Highly Confidential,Critical,9,8,10,0.36,0.59,0.81,15,355,8.3
AST-08023,ORG-006,BU-0036,Kubernetes Cluster 8023,Kubernetes Cluster,Linux,Production,Azure,eu-west-1,False,owner_400@corp.com,Core Banking,Highly Confidential,Medium,3,6,4,0.07,0.38,0.87,0,280,4.8
AST-08024,ORG-021,BU-0125,Employee Laptop 8024,Employee Laptop,macOS Ventura,Production,GCP,us-east-1,False,owner_158@corp.com,ERP,Confidential,High,8,6,7,0.44,0.21,0.32,0,982,5.9
AST-08025,ORG-004,BU-0022,Workstation 8025,Workstation,Ubuntu 22.04,Development,AWS,ap-southeast-1,False,owner_318@corp.com,Core Banking,Public,Low,3,2,2,0.47,0.13,0.03,13,1524,1.8
AST-08026,ORG-012,BU-0071,VPN Gateway 8026,VPN Gateway,Linux,Production,On-Premise,eu-west-1,False,owner_146@corp.com,Data Analytics,Highly Confidential,High,9,6,7,0.7,0.26,0.98,3,1343,5.6
AST-08027,ORG-023,BU-0136,CI/CD Server 8027,CI/CD Server,Linux,Development,Azure,eu-west-1,False,owner_24@corp.com,Customer Portal,Confidential,Low,1,2,1,0.37,0.25,0.22,14,39,1.8
AST-08028,ORG-022,BU-0132,Kubernetes Cluster 8028,Kubernetes Cluster,Linux,Production,On-Premise,ap-south-1,False,owner_27@corp.com,DevOps Pipeline,Public,Medium,5,5,5,0.24,0.38,0.08,7,1471,2.6
AST-08029,ORG-002,BU-0007,Cloud VM 8029,Cloud VM,Windows Server 2022,Production,AWS,us-east-1,False,owner_252@corp.com,Supply Chain,Highly Confidential,High,6,7,8,0.94,0.06,0.56,1,2134,8.6
AST-08030,ORG-015,BU-0094,Email Server 8030,Email Server,Windows Server 2019,Production,AWS,ap-south-1,True,owner_168@corp.com,Email,Highly Confidential,High,8,7,6,0.61,0.64,0.6,2,2089,6.8
AST-08031,ORG-012,BU-0072,File Server 8031,File Server,Windows Server 2019,Production,On-Premise,ap-southeast-1,False,owner_133@corp.com,Communication,Internal,Medium,3,6,4,0.4,0.01,0.33,8,2079,4.7
AST-08032,ORG-021,BU-0125,IAM System 8032,IAM System,SaaS,Production,On-Premise,ap-southeast-1,True,owner_114@corp.com,API Platform,Public,Medium,5,6,3,0.17,0.87,0.19,7,1130,6.9
AST-08033,ORG-024,BU-0140,Cloud VM 8033,Cloud VM,Linux,Testing,On-Premise,us-east-1,False,owner_150@corp.com,DevOps Pipeline,Internal,Medium,6,5,6,0.28,0.16,0.14,12,1943,3.3
AST-08034,ORG-023,BU-0138,IoT Device 8034,IoT Device,Embedded,Production,AWS,ap-southeast-1,True,owner_97@corp.com,Communication,Highly Confidential,Critical,10,8,8,0.54,0.97,0.8,6,1286,7.3
AST-08035,ORG-009,BU-0054,File Server 8035,File Server,Windows Server 2019,Production,GCP,ap-southeast-1,False,owner_24@corp.com,Email,Confidential,High,6,7,9,0.64,0.27,0.39,8,385,8.8
AST-08036,ORG-014,BU-0087,File Server 8036,File Server,Linux,Production,GCP,ap-south-1,False,owner_147@corp.com,CRM,Highly Confidential,High,7,9,6,0.31,0.3,0.96,4,2278,4.8
AST-08037,ORG-017,BU-0107,Kubernetes Cluster 8037,Kubernetes Cluster,Linux,Production,On-Premise,ap-south-1,True,owner_402@corp.com,Customer Portal,Confidential,High,8,7,8,0.66,0.45,0.44,4,1953,8.1
AST-08038,ORG-011,BU-0067,Storage Bucket 8038,Storage Bucket,N/A,Development,On-Premise,ap-southeast-1,False,owner_359@corp.com,CRM,Highly Confidential,Low,2,3,1,0.19,0.0,0.77,14,1629,1.0
AST-08039,ORG-017,BU-0108,Network Device 8039,Network Device,Proprietary,Production,GCP,eu-west-1,False,owner_496@corp.com,Data Analytics,Confidential,High,6,7,7,0.35,0.34,0.02,10,499,7.4
AST-08040,ORG-005,BU-0032,Employee Laptop 8040,Employee Laptop,macOS Ventura,Production,On-Premise,ap-southeast-1,False,owner_18@corp.com,Security Ops,Confidential,Medium,5,5,5,0.02,0.09,0.03,5,1986,3.3
AST-08041,ORG-011,BU-0067,IAM System 8041,IAM System,SaaS,Production,GCP,eu-west-1,False,owner_260@corp.com,Supply Chain,Confidential,Medium,4,5,5,0.16,0.3,0.21,0,1052,5.6
AST-08042,ORG-011,BU-0063,IoT Device 8042,IoT Device,Embedded,Production,AWS,us-east-1,False,owner_401@corp.com,Payment Processing,Confidential,High,9,7,9,0.94,0.06,0.23,3,338,5.7
AST-08043,ORG-019,BU-0118,Database Server 8043,Database Server,Linux,Production,On-Premise,ap-southeast-1,True,owner_17@corp.com,DevOps Pipeline,Public,Medium,4,4,6,0.47,0.47,0.35,5,2244,5.2
AST-08044,ORG-025,BU-0147,IAM System 8044,IAM System,SaaS,Production,On-Premise,ap-southeast-1,False,owner_126@corp.com,CRM,Highly Confidential,Critical,10,10,8,0.34,0.39,0.79,9,344,10
AST-08045,ORG-006,BU-0037,Storage Bucket 8045,Storage Bucket,N/A,Production,GCP,us-east-1,False,owner_478@corp.com,Supply Chain,Confidential,High,6,7,9,0.63,0.14,0.0,5,623,6.2
