remediation_id,vulnerability_id,asset_id,recommended_action,action_category,estimated_cost,implementation_time_days,expected_risk_reduction,expected_loss_reduction,priority,required_control,dependency,recommended_deadline,status
REM-026316,VULN-023388,AST-09347,Network segmentation,Network,154114,36,29.9,1471143,High,CTRL-0180,None,2026-10-15,Pending
REM-026317,VULN-028421,AST-00256,Network segmentation,Network,133076,32,29.7,1103592,Medium,CTRL-0130,Requires budget approval,2026-10-16,Completed
REM-026318,VULN-011300,AST-07488,Patch vulnerability,Patching,12705,6,63.3,132695,High,CTRL-0194,Requires change approval,2026-09-21,Overdue
REM-026319,VULN-011034,AST-08754,Upgrade firewall,Network,267647,24,31.6,1704713,Low,CTRL-0306,Requires budget approval,2026-10-06,Pending
REM-026320,VULN-005406,AST-02073,Fix cloud configuration,Cloud,8726,2,30.5,89654,Medium,CTRL-0096,Requires budget approval,2026-09-20,Pending
REM-026321,VULN-002190,AST-06694,Patch vulnerability,Patching,11611,10,60.0,96154,High,CTRL-0351,None,2026-09-19,Completed
REM-026322,VULN-021134,AST-04786,Apply least privilege,Identity,27705,16,25.7,111518,Low,CTRL-0027,Requires vendor coordination,2026-09-24,In Progress
REM-026323,VULN-008343,AST-08081,Apply least privilege,Identity,29320,20,36.9,399958,Medium,CTRL-0104,Requires budget approval,2026-10-07,Overdue
REM-026324,VULN-021537,AST-06303,Increase monitoring,Monitoring,35347,17,20.2,458470,Low,CTRL-0254,Requires budget approval,2026-09-22,Completed
REM-026325,VULN-018609,AST-04142,Network segmentation,Network,210607,31,39.9,1325244,Low,CTRL-0256,Requires downtime window,2026-10-08,Completed
REM-026326,VULN-022687,AST-05002,Enable MFA,Identity,22502,13,43.3,122325,Medium,CTRL-0244,Requires downtime window,2026-09-20,Pending
REM-026327,VULN-024318,AST-00315,Network segmentation,Network,222584,34,40.7,2960753,Medium,CTRL-0329,Requires downtime window,2026-10-18,Completed
REM-026328,VULN-010713,AST-08852,Disable account,Identity,2227,1,18.0,8329,Low,CTRL-0043,Requires downtime window,2026-09-15,In Progress
REM-026329,VULN-004861,AST-03739,Encrypt database,Data Protection,83801,10,29.7,738720,Medium,CTRL-0152,Requires vendor coordination,2026-09-18,Pending
REM-026330,VULN-019480,AST-00466,Network segmentation,Network,109616,38,30.2,1186158,Medium,CTRL-0155,None,2026-10-21,Completed
REM-026331,VULN-015062,AST-09589,Enable MFA,Identity,20538,9,32.1,295466,Medium,CTRL-0380,Requires downtime window,2026-09-26,Pending
REM-026332,VULN-016945,AST-06528,Patch vulnerability,Patching,13160,3,43.3,158485,High,CTRL-0353,None,2026-09-14,Completed
REM-026333,VULN-025036,AST-09048,Patch vulnerability,Patching,20128,7,52.3,153568,Low,CTRL-0121,Requires change approval,2026-09-14,Completed
REM-026334,VULN-004158,AST-09343,Disable account,Identity,2433,1,23.4,16098,Low,CTRL-0107,None,2026-09-18,Completed
REM-026335,VULN-009388,AST-00734,Encrypt database,Data Protection,73410,7,26.4,910827,High,CTRL-0106,Requires downtime window,2026-09-12,Pending
REM-026336,VULN-020485,AST-03576,Encrypt database,Data Protection,44306,16,20.2,581745,Low,CTRL-0205,None,2026-10-04,Pending
REM-026337,VULN-020017,AST-01564,Deploy EDR,Endpoint,109007,19,49.5,822482,High,CTRL-0173,Requires downtime window,2026-09-26,Pending
REM-026338,VULN-015516,AST-03813,Encrypt database,Data Protection,57155,13,20.7,407235,Medium,CTRL-0041,Requires vendor coordination,2026-09-28,Overdue
REM-026339,VULN-002873,AST-02501,Network segmentation,Network,222819,38,41.0,3039878,Low,CTRL-0223,Requires budget approval,2026-10-14,Completed
REM-026340,VULN-002279,AST-02414,Enable backup,Resilience,54626,3,44.6,173485,Low,CTRL-0115,Requires change approval,2026-09-12,In Progress
REM-026341,VULN-022241,AST-03387,Encrypt database,Data Protection,78318,20,25.7,737739,Low,CTRL-0020,Requires downtime window,2026-10-07,In Progress
REM-026342,VULN-018026,AST-03936,Enable MFA,Identity,23846,9,39.3,309629,Critical,CTRL-0263,Requires downtime window,2026-09-17,Completed
REM-026343,VULN-025056,AST-06127,Apply least privilege,Identity,41072,15,31.8,456196,High,CTRL-0186,Requires budget approval,2026-09-27,Pending
REM-026344,VULN-020796,AST-03799,Patch vulnerability,Patching,15144,2,42.2,150593,Critical,CTRL-0305,Requires downtime window,2026-09-07,Completed
REM-026345,VULN-003226,AST-01016,Upgrade firewall,Network,254455,27,23.6,1516358,High,CTRL-0120,Requires budget approval,2026-10-13,Completed
REM-026346,VULN-024949,AST-09734,Deploy EDR,Endpoint,87448,17,44.5,476727,Medium,CTRL-0297,Requires downtime window,2026-09-22,Pending
REM-026347,VULN-008381,AST-08315,Enable backup,Resilience,35538,4,59.5,227321,Low,CTRL-0066,Requires vendor coordination,2026-09-21,In Progress
REM-026348,VULN-023538,AST-09178,Enable backup,Resilience,41793,2,49.8,183596,High,CTRL-0290,Requires vendor coordination,2026-09-19,In Progress
REM-026349,VULN-027092,AST-02672,Encrypt database,Data Protection,55878,14,25.2,450451,Low,CTRL-0246,Requires change approval,2026-09-24,Completed
REM-026350,VULN-018627,AST-04473,Apply least privilege,Identity,44927,13,34.1,400647,Medium,CTRL-0235,Requires downtime window,2026-09-24,Pending
REM-026351,VULN-027259,AST-09420,Network segmentation,Network,199528,29,33.4,1866283,High,CTRL-0308,Requires change approval,2026-10-10,Pending
REM-026352,VULN-029503,AST-08134,Enable MFA,Identity,23044,6,33.1,142864,High,CTRL-0381,Requires vendor coordination,2026-09-17,Completed
REM-026353,VULN-011260,AST-08833,Disable account,Identity,2299,5,15.6,20487,Medium,CTRL-0116,Requires downtime window,2026-09-12,Overdue
REM-026354,VULN-022901,AST-03119,Encrypt database,Data Protection,47221,9,22.2,278304,High,CTRL-0359,Requires change approval,2026-09-13,Completed
REM-026355,VULN-005409,AST-04156,Network segmentation,Network,210898,27,33.6,2481513,Medium,CTRL-0168,None,2026-10-01,Completed
REM-026356,VULN-023360,AST-03820,Encrypt database,Data Protection,61684,19,18.9,335377,Medium,CTRL-0311,Requires change approval,2026-10-04,Completed
REM-026357,VULN-003544,AST-08758,Upgrade firewall,Network,160066,23,24.1,632927,High,CTRL-0296,Requires budget approval,2026-09-29,Completed
REM-026358,VULN-015663,AST-01531,Enable backup,Resilience,48878,13,44.5,724565,Low,CTRL-0230,Requires budget approval,2026-09-28,Pending
REM-026359,VULN-007888,AST-01994,Fix cloud configuration,Cloud,13685,5,26.0,97799,High,CTRL-0265,Requires downtime window,2026-09-16,In Progress
REM-026360,VULN-013579,AST-02115,Patch vulnerability,Patching,15850,10,57.6,92791,Critical,CTRL-0086,Requires change approval,2026-09-21,Completed
REM-026361,VULN-005752,AST-00409,Enable backup,Resilience,49145,14,57.8,366122,Medium,CTRL-0034,Requires change approval,2026-09-30,Completed
REM-026362,VULN-028688,AST-00676,Patch vulnerability,Patching,15185,3,68.1,218247,Medium,CTRL-0281,Requires budget approval,2026-09-21,Pending
REM-026363,VULN-008536,AST-06979,Upgrade firewall,Network,203181,25,35.9,1977373,Medium,CTRL-0315,Requires vendor coordination,2026-09-30,Pending
REM-026364,VULN-000695,AST-07360,Disable account,Identity,2156,8,20.1,20537,High,CTRL-0387,None,2026-09-24,Pending
REM-026365,VULN-024990,AST-05694,Apply least privilege,Identity,31496,7,28.7,365376,Medium,CTRL-0269,Requires change approval,2026-09-19,In Progress
REM-026366,VULN-015644,AST-06591,Enable MFA,Identity,26074,8,41.0,157502,High,CTRL-0065,Requires vendor coordination,2026-09-21,Completed
REM-026367,VULN-004172,AST-05366,Deploy EDR,Endpoint,67689,12,52.8,767413,Medium,CTRL-0313,Requires change approval,2026-09-19,In Progress
REM-026368,VULN-020903,AST-07296,Enable backup,Resilience,49163,4,57.1,155357,High,CTRL-0280,Requires change approval,2026-09-16,Pending
REM-026369,VULN-002522,AST-03465,Apply least privilege,Identity,36434,10,35.2,487278,Low,CTRL-0029,Requires vendor coordination,2026-09-28,Pending
REM-026370,VULN-029895,AST-02965,Patch vulnerability,Patching,15078,4,54.7,127750,Low,CTRL-0315,Requires budget approval,2026-09-08,Pending
REM-026371,VULN-008105,AST-01356,Enable backup,Resilience,30421,7,53.0,261213,Medium,CTRL-0392,Requires vendor coordination,2026-09-22,In Progress
REM-026372,VULN-022275,AST-07137,Fix cloud configuration,Cloud,14748,1,28.3,133104,Low,CTRL-0210,None,2026-09-07,Completed
REM-026373,VULN-021788,AST-06988,Upgrade firewall,Network,172526,23,31.7,1922748,Low,CTRL-0022,Requires change approval,2026-09-30,Pending
REM-026374,VULN-004954,AST-00884,Disable account,Identity,1905,2,21.9,24580,Medium,CTRL-0193,Requires vendor coordination,2026-09-16,In Progress
REM-026375,VULN-007993,AST-07613,Apply least privilege,Identity,38603,14,33.8,187317,High,CTRL-0063,Requires downtime window,2026-09-24,Completed
REM-026376,VULN-006427,AST-03359,Fix cloud configuration,Cloud,7639,3,22.8,114367,Medium,CTRL-0348,None,2026-09-07,Overdue
REM-026377,VULN-017768,AST-08628,Upgrade firewall,Network,244481,22,29.8,2434545,Critical,CTRL-0010,Requires change approval,2026-09-30,Overdue
REM-026378,VULN-016169,AST-00958,Deploy EDR,Endpoint,105237,20,33.9,599976,High,CTRL-0005,Requires vendor coordination,2026-10-05,In Progress
REM-026379,VULN-024943,AST-00032,Apply least privilege,Identity,22113,11,30.3,158148,Low,CTRL-0172,None,2026-09-16,In Progress
REM-026380,VULN-010704,AST-04960,Patch vulnerability,Patching,13555,3,55.5,74494,Medium,CTRL-0386,None,2026-09-19,Pending
REM-026381,VULN-007835,AST-01428,Upgrade firewall,Network,208772,27,34.3,3011551,Medium,CTRL-0290,Requires vendor coordination,2026-10-03,Pending
REM-026382,VULN-008675,AST-02419,Network segmentation,Network,175179,32,34.4,1023243,Medium,CTRL-0278,Requires budget approval,2026-10-11,Completed
REM-026383,VULN-024771,AST-06131,Patch vulnerability,Patching,13955,13,58.3,115519,High,CTRL-0130,Requires vendor coordination,2026-09-22,Overdue
REM-026384,VULN-012178,AST-09476,Enable MFA,Identity,29392,8,43.9,91991,Low,CTRL-0372,Requires budget approval,2026-09-23,Pending
REM-026385,VULN-013951,AST-03299,Fix cloud configuration,Cloud,12757,6,35.6,111574,High,CTRL-0185,Requires budget approval,2026-09-10,Pending
REM-026386,VULN-016819,AST-01315,Upgrade firewall,Network,270599,30,26.7,1488426,High,CTRL-0181,Requires change approval,2026-10-04,Pending
REM-026387,VULN-027741,AST-02236,Upgrade firewall,Network,162496,19,30.5,1187525,Critical,CTRL-0133,Requires change approval,2026-10-05,Completed
REM-026388,VULN-017923,AST-03691,Disable account,Identity,1633,9,19.4,13146,Low,CTRL-0241,Requires downtime window,2026-09-23,In Progress
REM-026389,VULN-012929,AST-03801,Increase monitoring,Monitoring,53244,9,20.3,669466,High,CTRL-0185,Requires budget approval,2026-09-19,Completed
REM-026390,VULN-028122,AST-09069,Network segmentation,Network,183690,33,28.1,1362845,High,CTRL-0100,None,2026-10-07,Pending
REM-026391,VULN-026224,AST-09155,Apply least privilege,Identity,39979,13,33.5,470992,High,CTRL-0214,Requires downtime window,2026-09-29,Pending
REM-026392,VULN-020163,AST-08693,Deploy EDR,Endpoint,75958,14,47.7,539182,Low,CTRL-0183,Requires vendor coordination,2026-10-01,In Progress
REM-026393,VULN-018544,AST-00828,Network segmentation,Network,200215,35,33.1,2659831,Low,CTRL-0283,None,2026-10-11,Pending
REM-026394,VULN-024639,AST-07686,Deploy EDR,Endpoint,95776,12,37.2,1387498,High,CTRL-0146,Requires vendor coordination,2026-09-17,In Progress
REM-026395,VULN-013664,AST-03437,Fix cloud configuration,Cloud,11789,6,28.2,60781,Medium,CTRL-0044,Requires change approval,2026-09-24,Completed
REM-026396,VULN-011450,AST-09942,Fix cloud configuration,Cloud,10056,7,29.7,147689,High,CTRL-0356,Requires budget approval,2026-09-18,Completed
REM-026397,VULN-011251,AST-05144,Disable account,Identity,2431,3,14.1,14540,High,CTRL-0177,None,2026-09-09,In Progress
REM-026398,VULN-013591,AST-07873,Increase monitoring,Monitoring,52559,15,20.1,643116,Critical,CTRL-0291,Requires budget approval,2026-09-29,In Progress
REM-026399,VULN-008625,AST-01358,Patch vulnerability,Patching,22051,2,48.6,128171,Medium,CTRL-0320,Requires budget approval,2026-09-08,Pending
REM-026400,VULN-016874,AST-01297,Upgrade firewall,Network,228768,27,29.6,1660306,High,CTRL-0016,Requires vendor coordination,2026-10-11,Overdue
REM-026401,VULN-015212,AST-02883,Patch vulnerability,Patching,18626,10,66.8,87824,Critical,CTRL-0341,Requires budget approval,2026-09-20,Completed
REM-026402,VULN-016507,AST-02206,Patch vulnerability,Patching,14588,11,62.4,67611,Medium,CTRL-0392,Requires vendor coordination,2026-09-18,Pending
REM-026403,VULN-025211,AST-05246,Enable backup,Resilience,50808,14,55.8,278819,High,CTRL-0065,Requires change approval,2026-10-01,Pending
REM-026404,VULN-014047,AST-07263,Patch vulnerability,Patching,20967,11,60.9,173609,Medium,CTRL-0189,Requires budget approval,2026-09-19,Pending
REM-026405,VULN-017980,AST-03668,Network segmentation,Network,124271,33,33.8,1422570,Medium,CTRL-0314,Requires change approval,2026-10-13,In Progress
REM-026406,VULN-000704,AST-07322,Deploy EDR,Endpoint,88035,13,33.4,345523,Low,CTRL-0341,Requires vendor coordination,2026-09-23,Pending
REM-026407,VULN-008060,AST-09782,Enable backup,Resilience,47052,9,37.2,223604,Critical,CTRL-0304,None,2026-09-19,Pending
REM-026408,VULN-009018,AST-06601,Deploy EDR,Endpoint,116895,24,31.9,1482960,Critical,CTRL-0026,Requires change approval,2026-10-12,Pending
REM-026409,VULN-014898,AST-09240,Apply least privilege,Identity,43145,12,31.0,263570,High,CTRL-0386,None,2026-09-24,Completed
REM-026410,VULN-002251,AST-08666,Encrypt database,Data Protection,55056,12,28.6,587806,High,CTRL-0292,Requires change approval,2026-09-16,Completed
REM-026411,VULN-011631,AST-08421,Encrypt database,Data Protection,87617,16,22.2,420518,High,CTRL-0310,None,2026-09-25,In Progress
REM-026412,VULN-022127,AST-03863,Upgrade firewall,Network,266275,28,31.4,2708052,High,CTRL-0157,Requires change approval,2026-10-03,Completed
REM-026413,VULN-023580,AST-05831,Disable account,Identity,2605,6,15.3,24751,High,CTRL-0262,None,2026-09-22,In Progress
REM-026414,VULN-000131,AST-02043,Apply least privilege,Identity,34454,17,36.9,230424,Medium,CTRL-0379,Requires budget approval,2026-09-30,Pending
REM-026415,VULN-000326,AST-09097,Increase monitoring,Monitoring,57460,16,18.3,198731,Medium,CTRL-0335,Requires budget approval,2026-10-04,Completed
REM-026416,VULN-027875,AST-00998,Enable MFA,Identity,22191,11,28.6,115887,Low,CTRL-0190,Requires vendor coordination,2026-09-18,Pending
REM-026417,VULN-005738,AST-06694,Fix cloud configuration,Cloud,14731,8,25.2,207709,Medium,CTRL-0187,Requires budget approval,2026-09-17,Pending
REM-026418,VULN-007304,AST-09499,Encrypt database,Data Protection,59685,10,24.2,623562,Medium,CTRL-0151,Requires budget approval,2026-09-21,In Progress
REM-026419,VULN-011735,AST-05970,Fix cloud configuration,Cloud,14894,8,34.2,214016,Critical,CTRL-0079,Requires vendor coordination,2026-09-21,Completed
REM-026420,VULN-004113,AST-02362,Deploy EDR,Endpoint,71188,24,44.7,795935,High,CTRL-0241,Requires budget approval,2026-09-30,Pending
REM-026421,VULN-022052,AST-05685,Apply least privilege,Identity,32954,19,30.7,391372,Medium,CTRL-0100,Requires budget approval,2026-09-29,Completed
REM-026422,VULN-014248,AST-00866,Encrypt database,Data Protection,53584,12,28.3,294528,High,CTRL-0176,Requires downtime window,2026-09-22,Pending
REM-026423,VULN-009279,AST-07474,Deploy EDR,Endpoint,64779,20,37.2,312539,Low,CTRL-0305,Requires downtime window,2026-10-02,Pending
REM-026424,VULN-023778,AST-08516,Upgrade firewall,Network,199295,23,28.8,2185087,Medium,CTRL-0273,Requires downtime window,2026-10-02,Completed
REM-026425,VULN-017045,AST-06178,Network segmentation,Network,129467,35,32.8,1262036,Medium,CTRL-0272,Requires vendor coordination,2026-10-12,In Progress
REM-026426,VULN-003885,AST-02489,Network segmentation,Network,106024,32,40.4,1191841,High,CTRL-0083,Requires vendor coordination,2026-10-14,Pending
REM-026427,VULN-022223,AST-04970,Increase monitoring,Monitoring,59887,17,16.2,222523,Medium,CTRL-0185,Requires downtime window,2026-09-23,Pending
REM-026428,VULN-021948,AST-04115,Fix cloud configuration,Cloud,8441,6,25.0,49354,High,CTRL-0081,None,2026-09-19,In Progress
REM-026429,VULN-019805,AST-09702,Increase monitoring,Monitoring,54461,7,22.1,807342,Critical,CTRL-0240,Requires downtime window,2026-09-25,Completed
REM-026430,VULN-001917,AST-04992,Upgrade firewall,Network,159178,25,32.4,2231176,High,CTRL-0289,Requires change approval,2026-09-29,Completed
REM-026431,VULN-011767,AST-05589,Network segmentation,Network,179849,40,28.7,692438,Medium,CTRL-0362,Requires change approval,2026-10-18,Overdue
REM-026432,VULN-001140,AST-01596,Network segmentation,Network,107669,39,40.1,1397461,Low,CTRL-0042,Requires budget approval,2026-10-13,Overdue
REM-026433,VULN-025842,AST-05806,Deploy EDR,Endpoint,93252,13,35.9,902104,Medium,CTRL-0179,Requires change approval,2026-09-24,Pending
REM-026434,VULN-023308,AST-05281,Deploy EDR,Endpoint,95559,22,51.4,1293618,Medium,CTRL-0329,Requires downtime window,2026-10-05,In Progress
REM-026435,VULN-028997,AST-05404,Enable MFA,Identity,15528,9,30.3,84510,Low,CTRL-0184,Requires change approval,2026-09-22,Pending
REM-026436,VULN-013407,AST-05532,Enable MFA,Identity,23740,14,35.8,149479,Critical,CTRL-0002,Requires downtime window,2026-09-23,In Progress
REM-026437,VULN-023868,AST-07290,Network segmentation,Network,148226,39,40.6,1001526,High,CTRL-0249,Requires change approval,2026-10-16,Completed
REM-026438,VULN-002024,AST-07177,Increase monitoring,Monitoring,36507,13,17.0,243435,Low,CTRL-0211,Requires budget approval,2026-09-21,Completed
REM-026439,VULN-009943,AST-01255,Patch vulnerability,Patching,15779,2,46.5,77060,High,CTRL-0108,None,2026-09-09,In Progress
REM-026440,VULN-016494,AST-02677,Disable account,Identity,2943,8,22.9,27669,Medium,CTRL-0033,None,2026-09-13,Completed
REM-026441,VULN-009225,AST-00979,Enable backup,Resilience,28168,2,43.3,410476,Low,CTRL-0135,Requires downtime window,2026-09-10,Pending
REM-026442,VULN-024426,AST-09177,Deploy EDR,Endpoint,100006,11,51.9,1315368,Medium,CTRL-0113,Requires budget approval,2026-09-29,In Progress
REM-026443,VULN-014517,AST-00008,Increase monitoring,Monitoring,69797,6,19.1,836518,Critical,CTRL-0118,None,2026-09-16,In Progress
REM-026444,VULN-029165,AST-05459,Enable MFA,Identity,29412,12,39.9,89108,Low,CTRL-0370,Requires change approval,2026-09-18,Completed
REM-026445,VULN-012099,AST-02942,Encrypt database,Data Protection,85792,19,29.5,994859,Medium,CTRL-0123,None,2026-10-04,In Progress
REM-026446,VULN-018634,AST-09750,Encrypt database,Data Protection,80532,16,19.5,291876,High,CTRL-0069,Requires change approval,2026-09-29,Completed
REM-026447,VULN-026510,AST-03850,Increase monitoring,Monitoring,53483,12,17.7,634903,Low,CTRL-0361,Requires downtime window,2026-09-28,Pending
REM-026448,VULN-013855,AST-01650,Fix cloud configuration,Cloud,9746,11,26.7,95221,Low,CTRL-0354,Requires downtime window,2026-09-24,Completed
REM-026449,VULN-009360,AST-03624,Fix cloud configuration,Cloud,11482,1,22.8,40689,High,CTRL-0149,Requires downtime window,2026-09-12,Completed
REM-026450,VULN-020872,AST-05589,Enable MFA,Identity,24357,15,39.0,121700,Critical,CTRL-0026,None,2026-09-30,Completed
REM-026451,VULN-024796,AST-02719,Disable account,Identity,1989,1,22.3,10176,High,CTRL-0128,Requires change approval,2026-09-13,Pending
REM-026452,VULN-002840,AST-05572,Enable backup,Resilience,43343,2,59.7,561421,Low,CTRL-0192,None,2026-09-08,Completed
REM-026453,VULN-003347,AST-08793,Increase monitoring,Monitoring,74893,8,20.6,451097,High,CTRL-0264,Requires downtime window,2026-09-18,Completed
REM-026454,VULN-015850,AST-09445,Upgrade firewall,Network,220167,25,28.3,2190398,Critical,CTRL-0119,Requires budget approval,2026-10-01,Pending
REM-026455,VULN-017416,AST-08913,Network segmentation,Network,113174,34,31.1,385531,Low,CTRL-0234,Requires downtime window,2026-10-18,In Progress
REM-026456,VULN-017514,AST-08059,Encrypt database,Data Protection,68412,17,23.6,994456,High,CTRL-0304,Requires budget approval,2026-10-04,Pending
REM-026457,VULN-020409,AST-04915,Upgrade firewall,Network,146243,26,32.9,2146008,Critical,CTRL-0076,Requires budget approval,2026-10-11,Pending
REM-026458,VULN-025729,AST-08107,Patch vulnerability,Patching,20445,2,60.5,290918,Medium,CTRL-0214,Requires vendor coordination,2026-09-14,In Progress
REM-026459,VULN-029369,AST-09677,Network segmentation,Network,170448,37,36.7,2549943,Medium,CTRL-0245,Requires budget approval,2026-10-20,In Progress
REM-026460,VULN-003837,AST-09559,Increase monitoring,Monitoring,40447,12,14.7,543587,Medium,CTRL-0187,Requires change approval,2026-09-29,In Progress
REM-026461,VULN-009861,AST-04522,Deploy EDR,Endpoint,114025,21,51.3,531259,Medium,CTRL-0288,Requires change approval,2026-10-01,In Progress
REM-026462,VULN-003031,AST-04361,Encrypt database,Data Protection,45776,16,29.2,646145,High,CTRL-0367,Requires vendor coordination,2026-09-23,Completed
REM-026463,VULN-005175,AST-03012,Enable MFA,Identity,18055,13,28.2,104523,Critical,CTRL-0287,None,2026-09-21,Pending
REM-026464,VULN-013313,AST-07555,Apply least privilege,Identity,37174,16,37.7,473880,Low,CTRL-0209,None,2026-09-25,In Progress
REM-026465,VULN-023045,AST-04145,Enable backup,Resilience,34771,6,46.5,441275,Low,CTRL-0115,Requires budget approval,2026-09-22,In Progress
REM-026466,VULN-002699,AST-02938,Network segmentation,Network,186323,33,24.8,934686,Medium,CTRL-0072,Requires budget approval,2026-10-09,Pending
REM-026467,VULN-007266,AST-09259,Enable backup,Resilience,43007,8,59.6,580284,High,CTRL-0386,Requires budget approval,2026-09-17,Completed
REM-026468,VULN-011174,AST-00627,Enable backup,Resilience,58150,13,46.7,180399,Critical,CTRL-0333,Requires change approval,2026-09-25,Pending
REM-026469,VULN-016658,AST-05324,Patch vulnerability,Patching,20533,2,67.3,220860,Low,CTRL-0324,Requires downtime window,2026-09-15,Completed
REM-026470,VULN-002662,AST-01619,Enable backup,Resilience,33820,8,56.9,110355,High,CTRL-0162,None,2026-09-20,Pending
REM-026471,VULN-015899,AST-03587,Enable MFA,Identity,22430,5,44.8,98222,Medium,CTRL-0086,Requires budget approval,2026-09-17,In Progress
REM-026472,VULN-026083,AST-05198,Increase monitoring,Monitoring,35372,16,23.4,111521,Medium,CTRL-0248,Requires vendor coordination,2026-09-26,In Progress
REM-026473,VULN-026151,AST-06452,Apply least privilege,Identity,41997,8,30.7,206735,Low,CTRL-0087,Requires change approval,2026-09-18,Pending
REM-026474,VULN-020474,AST-02633,Disable account,Identity,2677,5,15.9,39356,High,CTRL-0246,Requires budget approval,2026-09-15,In Progress
REM-026475,VULN-029780,AST-08370,Increase monitoring,Monitoring,51773,14,17.1,635445,Medium,CTRL-0303,Requires change approval,2026-09-22,Completed
REM-026476,VULN-006855,AST-00634,Deploy EDR,Endpoint,79943,13,41.2,293352,Medium,CTRL-0109,Requires downtime window,2026-09-19,In Progress
REM-026477,VULN-013878,AST-02167,Disable account,Identity,2193,9,22.5,10007,High,CTRL-0182,Requires change approval,2026-09-19,Completed
REM-026478,VULN-017727,AST-03294,Network segmentation,Network,139102,28,39.0,510263,Low,CTRL-0210,Requires change approval,2026-10-09,Pending
REM-026479,VULN-006950,AST-06420,Patch vulnerability,Patching,14025,9,64.6,162573,Low,CTRL-0175,Requires downtime window,2026-09-14,Pending
REM-026480,VULN-004576,AST-01567,Network segmentation,Network,180753,38,34.4,580158,Medium,CTRL-0350,None,2026-10-22,Pending
REM-026481,VULN-009377,AST-09397,Upgrade firewall,Network,184018,22,32.1,2074580,High,CTRL-0169,Requires change approval,2026-10-09,In Progress
REM-026482,VULN-016133,AST-02694,Encrypt database,Data Protection,87994,9,22.3,1000665,Critical,CTRL-0112,Requires vendor coordination,2026-09-21,Completed
REM-026483,VULN-002398,AST-02881,Increase monitoring,Monitoring,60092,11,15.5,842162,Low,CTRL-0060,None,2026-09-25,Pending
REM-026484,VULN-016597,AST-09671,Increase monitoring,Monitoring,61374,12,14.2,282443,High,CTRL-0338,Requires budget approval,2026-09-16,Overdue
REM-026485,VULN-021227,AST-03996,Network segmentation,Network,171725,39,37.5,2314985,Medium,CTRL-0203,None,2026-10-13,Completed
REM-026486,VULN-029468,AST-01397,Patch vulnerability,Patching,19302,4,52.0,261313,Critical,CTRL-0333,Requires downtime window,2026-09-14,Pending
REM-026487,VULN-009126,AST-01979,Increase monitoring,Monitoring,59487,8,22.9,717808,Low,CTRL-0357,Requires downtime window,2026-09-19,Completed
REM-026488,VULN-007035,AST-03704,Enable MFA,Identity,19730,8,42.4,201036,Low,CTRL-0207,Requires change approval,2026-09-25,Completed
REM-026489,VULN-007737,AST-05423,Network segmentation,Network,168398,34,38.7,1087086,High,CTRL-0306,Requires change approval,2026-10-22,In Progress
REM-026490,VULN-025010,AST-00494,Encrypt database,Data Protection,70385,16,18.2,723742,Medium,CTRL-0297,Requires downtime window,2026-10-03,In Progress
REM-026491,VULN-007646,AST-02183,Deploy EDR,Endpoint,66642,17,50.9,660286,Medium,CTRL-0214,Requires change approval,2026-09-27,Pending
REM-026492,VULN-026472,AST-05819,Enable MFA,Identity,28384,10,43.8,133030,Low,CTRL-0040,Requires change approval,2026-09-23,Pending
REM-026493,VULN-014523,AST-02532,Upgrade firewall,Network,228668,18,28.6,1743027,Low,CTRL-0160,Requires vendor coordination,2026-10-01,In Progress
REM-026494,VULN-006489,AST-05919,Deploy EDR,Endpoint,96081,15,48.5,1162340,Medium,CTRL-0286,Requires vendor coordination,2026-09-23,In Progress
REM-026495,VULN-029091,AST-02084,Fix cloud configuration,Cloud,12235,9,29.3,163395,Medium,CTRL-0303,None,2026-09-14,In Progress
REM-026496,VULN-009793,AST-09825,Encrypt database,Data Protection,44618,15,24.1,644774,Low,CTRL-0035,Requires budget approval,2026-09-27,In Progress
REM-026497,VULN-026209,AST-04195,Upgrade firewall,Network,267407,23,31.2,3157108,Medium,CTRL-0067,None,2026-09-29,Completed
REM-026498,VULN-005085,AST-05607,Enable backup,Resilience,30876,4,35.1,337031,Critical,CTRL-0038,None,2026-09-13,In Progress
REM-026499,VULN-004777,AST-00762,Increase monitoring,Monitoring,68288,6,16.4,642531,Medium,CTRL-0190,Requires change approval,2026-09-21,Completed
REM-026500,VULN-019244,AST-02841,Deploy EDR,Endpoint,119121,11,35.0,1716089,High,CTRL-0210,Requires downtime window,2026-09-21,Pending
REM-026501,VULN-004365,AST-04768,Upgrade firewall,Network,269661,29,22.7,4033416,Critical,CTRL-0034,None,2026-10-17,Completed
REM-026502,VULN-004025,AST-02814,Disable account,Identity,2573,11,22.7,20986,High,CTRL-0184,None,2026-09-19,Completed
REM-026503,VULN-016053,AST-08030,Network segmentation,Network,209043,32,34.5,1140489,Medium,CTRL-0314,Requires change approval,2026-10-19,Pending
REM-026504,VULN-011641,AST-06996,Upgrade firewall,Network,148222,19,21.9,995816,High,CTRL-0018,Requires downtime window,2026-10-03,Pending
REM-026505,VULN-005462,AST-03445,Disable account,Identity,1823,3,15.1,17736,Low,CTRL-0233,Requires budget approval,2026-09-07,Overdue
REM-026506,VULN-027706,AST-08965,Apply least privilege,Identity,23168,9,32.6,119048,Low,CTRL-0075,Requires change approval,2026-09-22,Pending
